case_id,arch,anchored,pose,noise,seed,gt_x,gt_y,pred_x,pred_y,err_px,success_1px,wall_ms,error
finfet_anchored_pose-none_0186,finfet,anchored,none,high,20260993,514.508678439848,609.2654319950655,514.5,609.5,0.23472849051013944,1,93.66583300106868,
finfet_anchored_pose-none_0187,finfet,anchored,none,high,20260994,705.1132666116574,323.8931612891703,705.5,323.5,0.5514875456082096,1,95.04374999960419,
finfet_anchored_pose-none_0188,finfet,anchored,none,high,20260995,183.30805469608683,110.83198859156934,183.5,110.5,0.3834832781576212,1,94.63954199964064,
finfet_anchored_pose-small_0189,finfet,anchored,small,low,20260996,229.3097180053912,194.988677127097,229.5,194.5,0.5244164108988878,1,98.37833400160889,
finfet_anchored_pose-small_0190,finfet,anchored,small,low,20260997,309.6695540663903,535.0180186574872,312.5,536.5,3.1949480250301048,0,100.99595800056704,
finfet_anchored_pose-small_0191,finfet,anchored,small,low,20260998,161.19142496339254,487.2784759570239,161.5,487.5,0.37985715056292074,1,84.37620800032164,
finfet_anchored_pose-small_0192,finfet,anchored,small,low,20260999,187.20418651145988,553.4690285721961,187.5,553.5,0.29743041092411787,1,93.20233300059044,
finfet_anchored_pose-small_0193,finfet,anchored,small,low,20261000,160.91210081818642,668.3266236820411,161.5,666.5,1.918900602889746,0,101.19595800097159,
finfet_anchored_pose-small_0194,finfet,anchored,small,low,20261001,346.0500746973766,537.1196438733052,335.5,109.5,427.7497678578594,0,97.3315420014842,
finfet_anchored_pose-small_0195,finfet,anchored,small,low,20261002,851.017058309851,646.6328099654992,851.5,645.5,1.2314589290829903,0,100.14916700129106,
finfet_anchored_pose-small_0196,finfet,anchored,small,low,20261003,908.2083622771224,424.01560831005196,908.5,424.5,0.5654094717069491,1,96.02220900160319,
finfet_anchored_pose-small_0197,finfet,anchored,small,low,20261004,152.55359378194532,879.3058890990378,152.5,879.5,0.20137362125053726,1,99.3531250005617,
finfet_anchored_pose-small_0198,finfet,anchored,small,medium,20261005,607.6944416021408,719.9100351759157,607.5,719.5,0.4538021398487715,1,97.9168750000099,
finfet_anchored_pose-small_0199,finfet,anchored,small,medium,20261006,540.7937875593735,256.66648143324636,540.5,256.5,0.3376791341768338,1,98.45420800047577,
finfet_anchored_pose-small_0200,finfet,anchored,small,medium,20261007,356.0202219463281,439.8943290645515,355.5,440.5,0.7984160290778338,1,97.43066699957126,
finfet_anchored_pose-small_0201,finfet,anchored,small,medium,20261008,721.7858590379234,169.1852727927063,721.5,169.5,0.4251689129903375,1,100.88474999975006,
finfet_anchored_pose-small_0202,finfet,anchored,small,medium,20261009,880.6686677549079,421.2329014302922,880.5,421.5,0.31589627646686175,1,95.26487499897485,
finfet_anchored_pose-small_0203,finfet,anchored,small,medium,20261010,699.3006158393528,167.34173631793044,699.5,167.5,0.254561262919596,1,100.01150000061898,
finfet_anchored_pose-small_0204,finfet,anchored,small,medium,20261011,451.08155838413165,186.57496650202384,450.5,187.5,1.0926559964288067,0,97.17016700051317,
finfet_anchored_pose-small_0205,finfet,anchored,small,medium,20261012,593.7615684579839,715.6146237272992,593.5,715.5,0.28558126176632126,1,97.64829199957603,
finfet_anchored_pose-small_0206,finfet,anchored,small,medium,20261013,728.7510567301365,402.3319109056472,728.5,402.5,0.30213147036874083,1,96.65379199941526,
finfet_anchored_pose-small_0207,finfet,anchored,small,high,20261014,580.8831641942744,421.4140777824384,580.5,420.5,0.9911372216406265,1,98.45874999882653,
finfet_anchored_pose-small_0208,finfet,anchored,small,high,20261015,82.1592325196313,723.5539816109181,82.5,723.5,0.34501665176356433,1,97.60100000130478,
finfet_anchored_pose-small_0209,finfet,anchored,small,high,20261016,687.7205890630082,294.92502711877614,687.5,295.5,0.6158354884721309,1,97.3165000013978,
finfet_anchored_pose-small_0210,finfet,anchored,small,high,20261017,539.8610762431332,649.2509671302225,539.5,648.5,0.833263274139604,1,98.64000000015949,
finfet_anchored_pose-small_0211,finfet,anchored,small,high,20261018,802.1578661574454,727.1946562605046,801.5,725.5,1.8178690058360967,0,99.67895900081203,
finfet_anchored_pose-small_0212,finfet,anchored,small,high,20261019,418.54890110349606,886.5612510036432,418.5,886.5,0.07837731413125511,1,97.68683299989789,
finfet_anchored_pose-small_0213,finfet,anchored,small,high,20261020,679.2801696305551,832.6443656586272,679.5,833.5,0.8834226154377055,1,100.66850000112026,
finfet_anchored_pose-small_0214,finfet,anchored,small,high,20261021,124.45270795473118,319.89655392650025,124.5,320.5,0.6052963746529284,1,97.5771249995887,
finfet_anchored_pose-small_0215,finfet,anchored,small,high,20261022,200.35019416696434,312.54609373496976,200.5,312.5,0.1567367857746532,1,98.41854200021771,
finfet_anchored_pose-large_0216,finfet,anchored,large,low,20261023,873.7668774263648,299.00593561107536,873.5,299.5,0.5615364468194063,1,99.1068749990518,
finfet_anchored_pose-large_0217,finfet,anchored,large,low,20261024,623.0410203330567,111.96868356329836,623.5,113.5,1.5986220203600257,0,91.6601669996453,
finfet_anchored_pose-large_0218,finfet,anchored,large,low,20261025,149.8451937123697,539.8085441124008,153.5,538.5,3.8819964830227134,0,101.40775000036228,
finfet_anchored_pose-large_0219,finfet,anchored,large,low,20261026,94.62303726372397,527.4463232405518,94.5,525.5,1.9502082773326452,0,98.99454200058244,
finfet_anchored_pose-large_0220,finfet,anchored,large,low,20261027,400.9301709325213,196.02282380566078,400.5,165.5,30.525854944662868,0,101.64391699981934,
finfet_anchored_pose-large_0221,finfet,anchored,large,low,20261028,550.5769549465683,133.18770864154894,545.5,135.5,5.578724124372167,0,99.97425000074145,
finfet_anchored_pose-large_0222,finfet,anchored,large,low,20261029,757.7234674977022,494.98234246222455,757.5,495.5,0.5638324653166428,1,97.26399999999558,
finfet_anchored_pose-large_0223,finfet,anchored,large,low,20261030,904.6858266762749,291.0345514238302,904.5,291.5,0.5011725557868262,1,95.26508300041314,
finfet_anchored_pose-large_0224,finfet,anchored,large,low,20261031,825.0469581545497,657.5762191910344,825.5,657.5,0.45940861856411735,1,96.42433400040318,
finfet_anchored_pose-large_0225,finfet,anchored,large,medium,20261032,477.63814013697174,419.16921549226106,473.5,422.5,5.312092735467845,0,100.93304200017883,
finfet_anchored_pose-large_0226,finfet,anchored,large,medium,20261033,174.76560379479224,224.14664382633325,177.5,224.5,2.7571331474056526,0,101.37833400040108,
finfet_anchored_pose-large_0227,finfet,anchored,large,medium,20261034,575.0859012386105,353.4949830829568,575.5,355.5,2.047332562583235,0,99.67716699975426,
finfet_anchored_pose-large_0228,finfet,anchored,large,medium,20261035,658.9674127205811,831.0424303927442,655.5,834.5,4.8967069101455065,0,101.38237499995739,
finfet_anchored_pose-large_0229,finfet,anchored,large,medium,20261036,874.6698997772772,454.19882661406444,874.5,454.5,0.345790894493684,1,96.35720799997216,
finfet_anchored_pose-large_0230,finfet,anchored,large,medium,20261037,450.81336440555873,212.3350961990965,446.5,216.5,5.995959987018037,0,101.44025000045076,
finfet_anchored_pose-large_0231,finfet,anchored,large,medium,20261038,360.7716661730363,264.87639096151605,357.5,269.5,5.664058623331896,0,99.10275000038382,
finfet_anchored_pose-large_0232,finfet,anchored,large,medium,20261039,500.8355365398028,868.1608618756165,501.5,869.5,1.4949256189237319,0,95.76300000117044,
finfet_anchored_pose-large_0233,finfet,anchored,large,medium,20261040,861.96733460045,329.4843837499367,861.5,329.5,0.4675954405721283,1,97.19754199977615,
finfet_anchored_pose-large_0234,finfet,anchored,large,high,20261041,856.4786023262826,564.8930173236533,860.5,567.5,4.792493914962357,0,101.3347080006497,
finfet_anchored_pose-large_0235,finfet,anchored,large,high,20261042,366.65560767136907,457.2121340381944,366.5,457.5,0.32723166007458937,1,97.12562499953492,
finfet_anchored_pose-large_0236,finfet,anchored,large,high,20261043,113.15602133138503,384.92074893659105,113.5,384.5,0.5434620429290593,1,100.19787499913946,
finfet_anchored_pose-large_0237,finfet,anchored,large,high,20261044,281.80229777747707,535.259272869632,277.5,538.5,5.386286150919501,0,100.97100000166392,
finfet_anchored_pose-large_0238,finfet,anchored,large,high,20261045,374.38915885042104,337.95630908920185,377.5,335.5,3.9636835140572684,0,101.5577910002321,
finfet_anchored_pose-large_0239,finfet,anchored,large,high,20261046,784.1951847966088,322.6315689423991,784.5,323.5,0.9203721041101914,1,101.18087500086403,
finfet_anchored_pose-large_0240,finfet,anchored,large,high,20261047,509.6172498340654,410.39582028240636,509.5,410.5,0.15684685889825273,1,98.05300000152783,
finfet_anchored_pose-large_0241,finfet,anchored,large,high,20261048,379.36524178784515,914.15096650371,382.5,918.5,5.361044804935355,0,99.54745899995032,
finfet_anchored_pose-large_0242,finfet,anchored,large,high,20261049,338.59747687160115,361.38263776882224,338.5,361.5,0.15256354021904878,1,91.48850000019593,
finfet_unanchored_pose-none_0243,finfet,unanchored,none,low,20261050,788.7501342508828,673.0813589813914,255.5,309.5,645.404609742865,0,88.25808300025528,
finfet_unanchored_pose-none_0244,finfet,unanchored,none,low,20261051,414.21733536372295,678.5398937360881,66.5,718.5,350.00593624261705,0,86.07833400128584,
finfet_unanchored_pose-none_0245,finfet,unanchored,none,low,20261052,816.34204276263,628.7653709069572,236.5,168.5,740.3114251524546,0,85.56108300035703,
finfet_unanchored_pose-none_0246,finfet,unanchored,none,low,20261053,362.9360011420558,87.12481783548235,113.5,396.5,397.40573977368285,0,89.5360829999845,
finfet_unanchored_pose-none_0247,finfet,unanchored,none,low,20261054,438.6681894233458,883.1269290791691,729.5,698.5,344.4854786264574,0,86.39433400094276,
finfet_unanchored_pose-none_0248,finfet,unanchored,none,low,20261055,556.9354231078262,482.45463774931056,50.5,814.5,605.5831572712326,0,85.57933299925935,
finfet_unanchored_pose-none_0249,finfet,unanchored,none,low,20261056,775.3620174747427,753.8819924481694,444.5,888.5,357.19977962574626,0,87.81408399954671,
finfet_unanchored_pose-none_0250,finfet,unanchored,none,low,20261057,594.6677633591017,842.9611806374041,464.5,162.5,692.7994406553465,0,87.49620799972035,
finfet_unanchored_pose-none_0251,finfet,unanchored,none,low,20261058,448.1655519787194,260.14136931034955,603.5,355.5,182.26919429536377,0,87.7899580009398,
finfet_unanchored_pose-none_0252,finfet,unanchored,none,medium,20261059,772.7360006198239,401.99426422707336,753.5,754.5,353.0301934291998,0,84.43441700001131,
finfet_unanchored_pose-none_0253,finfet,unanchored,none,medium,20261060,157.6108805597579,727.2261238408676,85.5,895.5,183.0739645409,0,89.68450000065786,
finfet_unanchored_pose-none_0254,finfet,unanchored,none,medium,20261061,220.74107386656573,466.7599374772395,473.5,359.5,274.57561604728886,0,89.18249999987893,
finfet_unanchored_pose-none_0255,finfet,unanchored,none,medium,20261062,783.5077007488604,96.40526286351994,131.5,875.5,1015.9245303021168,0,90.20145799877355,
finfet_unanchored_pose-none_0256,finfet,unanchored,none,medium,20261063,541.1372654309661,555.0010579981721,897.5,226.5,484.6724086384928,0,86.82933400086768,
finfet_unanchored_pose-none_0257,finfet,unanchored,none,medium,20261064,451.4409546159809,173.3232066986699,800.5,817.5,732.6704294513238,0,89.7962919989368,
finfet_unanchored_pose-none_0258,finfet,unanchored,none,medium,20261065,679.1406618454396,200.52493870650238,812.5,585.5,407.41933053176876,0,80.01020799929393,
finfet_unanchored_pose-none_0259,finfet,unanchored,none,medium,20261066,824.7113122363284,348.7432147646306,430.5,587.5,460.87673101493885,0,87.88629100126855,
finfet_unanchored_pose-none_0260,finfet,unanchored,none,medium,20261067,532.7435465559245,415.0593287690971,780.5,555.5,284.7926304506016,0,86.37525000085589,
finfet_unanchored_pose-none_0261,finfet,unanchored,none,high,20261068,282.09875311428283,423.89022778736575,193.5,868.5,453.35150667046,0,91.04108300016378,
finfet_unanchored_pose-none_0262,finfet,unanchored,none,high,20261069,390.05370161222123,178.0568476684235,203.5,914.5,759.7044163365719,0,89.48037499976635,
finfet_unanchored_pose-none_0263,finfet,unanchored,none,high,20261070,801.9266501279836,502.2678797037706,581.5,885.5,442.10266467573814,0,90.94720900066022,
finfet_unanchored_pose-none_0264,finfet,unanchored,none,high,20261071,383.04349752189967,246.61164936262077,949.5,835.5,817.1061489893067,0,82.10400000098161,
finfet_unanchored_pose-none_0265,finfet,unanchored,none,high,20261072,395.50042690231544,903.7359483958741,266.5,564.5,362.93544718727566,0,90.03800000027695,
finfet_unanchored_pose-none_0266,finfet,unanchored,none,high,20261073,123.35636762973239,886.8774316074823,276.5,243.5,661.3527739696873,0,90.7707919996028,
finfet_unanchored_pose-none_0267,finfet,unanchored,none,high,20261074,769.629935963424,526.5560607118101,554.5,678.5,263.3777705768656,0,89.47058299963828,
finfet_unanchored_pose-none_0268,finfet,unanchored,none,high,20261075,699.0313305907761,789.2067790050495,360.5,715.5,346.4623371491633,0,89.90729200013448,
finfet_unanchored_pose-none_0269,finfet,unanchored,none,high,20261076,347.6380334101823,446.4013880708359,854.5,780.5,607.067488561438,0,87.91087499957939,
finfet_unanchored_pose-small_0270,finfet,unanchored,small,low,20261077,897.0244759782623,285.47040459766964,885.5,204.5,81.78642899212477,0,93.39700000055018,
finfet_unanchored_pose-small_0271,finfet,unanchored,small,low,20261078,425.2103383698497,388.2765988529258,624.5,679.5,352.88445503922316,0,96.51183299865806,
finfet_unanchored_pose-small_0272,finfet,unanchored,small,low,20261079,919.0948920751111,718.8804349113835,460.5,904.5,494.73619028838993,0,93.84387499994773,
finfet_unanchored_pose-small_0273,finfet,unanchored,small,low,20261080,377.676099664748,266.61972761638594,121.5,898.5,681.8349306591979,0,93.48145800140628,
finfet_unanchored_pose-small_0274,finfet,unanchored,small,low,20261081,507.7878243629424,326.2670441235233,388.5,78.5,274.98744188590166,0,99.24541700092959,
finfet_unanchored_pose-small_0275,finfet,unanchored,small,low,20261082,486.39210082047674,410.25958982689906,229.5,458.5,261.3822653464213,0,90.60633399894868,
finfet_unanchored_pose-small_0276,finfet,unanchored,small,low,20261083,317.8014567040721,710.6420457752567,49.5,155.5,616.5779453216473,0,88.80633300032059,
finfet_unanchored_pose-small_0277,finfet,unanchored,small,low,20261084,383.0680587420789,311.309768390762,532.5,63.5,289.3779300119376,0,94.47233399987454,
finfet_unanchored_pose-small_0278,finfet,unanchored,small,low,20261085,209.23369066405832,848.7131684863679,287.5,576.5,283.24128278634987,0,98.40433399949688,
finfet_unanchored_pose-small_0279,finfet,unanchored,small,medium,20261086,697.5530996737625,664.3467426143776,294.5,116.5,680.1381143192991,0,101.02562500105705,
finfet_unanchored_pose-small_0280,finfet,unanchored,small,medium,20261087,161.84881863010852,542.6534782778737,786.5,384.5,644.3614056398714,0,96.76837500046531,
finfet_unanchored_pose-small_0281,finfet,unanchored,small,medium,20261088,693.8328067907873,347.9824079840674,443.5,95.5,355.54729713103814,0,96.48141700017732,
finfet_unanchored_pose-small_0282,finfet,unanchored,small,medium,20261089,306.3412721925914,185.85121594262742,194.5,188.5,111.87263393091231,0,93.1385420008155,
finfet_unanchored_pose-small_0283,finfet,unanchored,small,medium,20261090,831.9927966015174,484.34907117958176,949.5,217.5,291.5756670916451,0,95.78183300072851,
finfet_unanchored_pose-small_0284,finfet,unanchored,small,medium,20261091,172.3015677019312,658.7359482556418,199.5,621.5,46.111501406584736,0,89.53049999945506,
finfet_unanchored_pose-small_0285,finfet,unanchored,small,medium,20261092,411.6590131501514,721.3666845196258,866.5,145.5,733.8274740415286,0,97.4884999995993,
finfet_unanchored_pose-small_0286,finfet,unanchored,small,medium,20261093,113.07133891183756,220.24033212832956,403.5,862.5,704.8732426160686,0,100.13774999970337,
finfet_unanchored_pose-small_0287,finfet,unanchored,small,medium,20261094,305.2259867739516,396.17344649891953,355.5,730.5,338.08537498945986,0,92.70975000072212,
finfet_unanchored_pose-small_0288,finfet,unanchored,small,high,20261095,873.3608770855489,301.98336433378313,352.5,551.5,577.5418640691901,0,99.23495799921511,
finfet_unanchored_pose-small_0289,finfet,unanchored,small,high,20261096,152.49282458926774,746.438291437216,715.5,450.5,636.047601915729,0,100.71270800108323,
finfet_unanchored_pose-small_0290,finfet,unanchored,small,high,20261097,383.21690465021413,149.50669835917773,605.5,564.5,470.77512135310684,0,100.54487500019604,
finfet_unanchored_pose-small_0291,finfet,unanchored,small,high,20261098,649.1369855504389,691.866925657019,362.5,335.5,457.33811036002436,0,96.43862500161049,
finfet_unanchored_pose-small_0292,finfet,unanchored,small,high,20261099,225.4959410320869,291.6353001500851,513.5,849.5,627.8211220727038,0,85.8550840002863,
finfet_unanchored_pose-small_0293,finfet,unanchored,small,high,20261100,668.1534735496496,124.6377424004678,540.5,593.5,485.9292396127456,0,95.33529200052726,
finfet_unanchored_pose-small_0294,finfet,unanchored,small,high,20261101,193.6941567887354,80.19639667636534,75.5,123.5,125.87716536294765,0,93.91787499953352,
finfet_unanchored_pose-small_0295,finfet,unanchored,small,high,20261102,414.18799509934667,234.29417555263078,49.5,845.5,711.7372363505856,0,94.94712499872549,
finfet_unanchored_pose-small_0296,finfet,unanchored,small,high,20261103,868.4780698459764,465.9351000084448,591.5,714.5,372.15770942359154,0,98.06399999979476,
finfet_unanchored_pose-large_0297,finfet,unanchored,large,low,20261104,682.8804284399964,139.46843945258527,447.5,730.5,636.1778459328089,0,96.74025000094844,
finfet_unanchored_pose-large_0298,finfet,unanchored,large,low,20261105,584.2588426905315,230.4021564403012,551.5,600.5,371.54482311285443,0,99.50324999954319,
finfet_unanchored_pose-large_0299,finfet,unanchored,large,low,20261106,730.3596741073108,539.2025750477455,638.5,135.5,414.021700913469,0,98.35604199906811,
finfet_unanchored_pose-large_0300,finfet,unanchored,large,low,20261107,201.24843502060867,92.44834683995239,457.5,447.5,437.86589381461306,0,98.98870800134318,
finfet_unanchored_pose-large_0301,finfet,unanchored,large,low,20261108,193.18621474972966,767.2945135402426,410.5,555.5,303.4504856241766,0,98.14291699876776,
finfet_unanchored_pose-large_0302,finfet,unanchored,large,low,20261109,750.0886929721136,749.3579527191451,49.5,793.5,701.9779462764621,0,95.51808399919537,
finfet_unanchored_pose-large_0303,finfet,unanchored,large,low,20261110,674.0502830542056,593.4289420345226,257.5,79.5,661.54145431202,0,96.81149999960326,
finfet_unanchored_pose-large_0304,finfet,unanchored,large,low,20261111,128.83897345301392,841.05904730127,448.5,478.5,483.3551848000365,0,93.40237499964132,
finfet_unanchored_pose-large_0305,finfet,unanchored,large,low,20261112,183.73936889878962,357.385558235201,861.5,936.5,891.477991725688,0,100.87487500095449,
finfet_unanchored_pose-large_0306,finfet,unanchored,large,medium,20261113,539.6888507452794,677.9265455208601,284.5,655.5,256.1724018872753,0,100.63512499982608,
finfet_unanchored_pose-large_0307,finfet,unanchored,large,medium,20261114,698.0732441220478,866.899325732989,283.5,755.5,429.27937816257094,0,101.33562500050175,
finfet_unanchored_pose-large_0308,finfet,unanchored,large,medium,20261115,665.8693471872053,407.13562711572393,444.5,486.5,235.16609355390472,0,88.23216699965997,
finfet_unanchored_pose-large_0309,finfet,unanchored,large,medium,20261116,406.8670834737437,188.9929984854681,601.5,705.5,551.961461344041,0,99.32775000015681,
finfet_unanchored_pose-large_0310,finfet,unanchored,large,medium,20261117,686.8047476241504,240.2756152776384,115.5,465.5,614.0970103586734,0,102.92491700056416,
finfet_unanchored_pose-large_0311,finfet,unanchored,large,medium,20261118,305.7807034278083,616.6826411187229,854.5,288.5,639.3721235417927,0,98.51058300046134,
finfet_unanchored_pose-large_0312,finfet,unanchored,large,medium,20261119,334.67029369954446,509.0061715810452,231.5,394.5,154.12907847709343,0,101.27991699846461,
finfet_unanchored_pose-large_0313,finfet,unanchored,large,medium,20261120,628.0375445632108,425.9561877682831,807.5,328.5,204.21675113890245,0,96.61958399919968,
finfet_unanchored_pose-large_0314,finfet,unanchored,large,medium,20261121,536.1502591753832,129.26264046514873,949.5,919.5,891.8144945247255,0,96.73829100029252,
finfet_unanchored_pose-large_0315,finfet,unanchored,large,high,20261122,156.57770726419074,585.8193082236911,572.5,883.5,511.4735064996368,0,99.63454100034141,
finfet_unanchored_pose-large_0316,finfet,unanchored,large,high,20261123,694.3368462968742,513.568293470003,595.5,290.5,243.98398664160592,0,100.88550000000396,
finfet_unanchored_pose-large_0317,finfet,unanchored,large,high,20261124,563.5598687440022,707.4617236340766,69.5,598.5,505.93261519756715,0,101.51691600003687,
finfet_unanchored_pose-large_0318,finfet,unanchored,large,high,20261125,274.46775046031814,91.91708733795181,243.5,856.5,765.2097960058757,0,98.2592910004314,
finfet_unanchored_pose-large_0319,finfet,unanchored,large,high,20261126,497.26124368264567,402.93270595590536,503.5,175.5,227.51825820978112,0,98.7353330001497,
finfet_unanchored_pose-large_0320,finfet,unanchored,large,high,20261127,866.6066620161196,251.49989663095195,213.5,579.5,730.8436082910927,0,96.17779100153712,
finfet_unanchored_pose-large_0321,finfet,unanchored,large,high,20261128,434.30945849302435,864.531726943019,86.5,712.5,379.5853861972132,0,100.3582080011256,
finfet_unanchored_pose-large_0322,finfet,unanchored,large,high,20261129,665.4114329633304,595.2350211439283,708.5,278.5,319.6524647618383,0,100.15316699900723,
finfet_unanchored_pose-large_0323,finfet,unanchored,large,high,20261130,446.42762912357284,467.8083519586193,406.5,818.5,352.957288596523,0,95.63887500007695,
